ID,name,community,primary_house,community_dominant_house,agrees_with_community
Rigney,Rigney,8,Citadel,House_Greyjoy,False
Rob,Rob,14,House_Osgrey,House_Targaryen,False
Rob_the_Starvling,Rob the Starvling,3,Poor_Fellows,House_Targaryen,False
Robar_Royce,Robar Royce,0,House_Royce,House_Martell,False
Robar_II_Royce,Robar II Royce,1,,House_Tully,False
Robard_Cerwyn,Robard Cerwyn,2,House_Cerwyn,House_Stark,False
Robb_Reyne,Robb Reyne,14,House_Reyne,House_Targaryen,False
Robb_Rivers,Robb Rivers,2,House_Blackwood,House_Stark,False
Robb_Stark,Robb Stark,13,House_Stark,House_Frey,False
Robert_Arryn,Robert Arryn,5,House_Arryn,Night's_Watch,False
Robert_Ashford,Robert Ashford,14,House_Ashford,House_Targaryen,False
Robert_I_Baratheon,Robert I Baratheon,5,House_Baratheon,Night's_Watch,False
Robert_Blackwood,Robert Blackwood,13,House_Blackwood,House_Frey,False
Robert_Darklyn,Robert Darklyn,2,House_Darklyn,House_Stark,False
Robert_Paege,Robert Paege,13,House_Paege,House_Frey,False
Robert_Quince,Robert Quince,2,Blacks,House_Stark,False
Robert_Redwyne,Robert Redwyne,3,House_Redwyne,House_Targaryen,False
Robert_Reyne,Robert Reyne,14,House_Reyne,House_Targaryen,False
Robert_Rowan,Robert Rowan,2,House_Rowan,House_Stark,False
Robert_Stone,Robert Stone,13,,House_Frey,False
Robert_Tyrell,Robert Tyrell,4,House_Tyrell,Citadel,False
Robert_Vance,Robert Vance,9,House_Vance,House_Blackwood,False
Robett_Glover,Robett Glover,13,House_Glover,House_Frey,False
Robin,Robin,0,,House_Martell,False
Robin_(Flea_Bottom),Robin,2,,House_Stark,False
Robin_Arryn,Robin Arryn,1,,House_Tully,False
Robin_Darklyn,Robin Darklyn,3,House_Darklyn,House_Targaryen,False
Robin_Flint,Robin Flint,13,House_Flint_of_Widow's_Watch,House_Frey,False
Robin_Greyjoy,Robin Greyjoy,8,House_Greyjoy,House_Greyjoy,True
Robin_Hollard,Robin Hollard,7,House_Hollard,House_Targaryen,False
Robin_Massey,Robin Massey,2,House_Massey,House_Stark,False
Robin_Moreland,Robin Moreland,0,House_Moreland,House_Martell,False
Robin_Peasebury,Robin Peasebury,12,House_Peasebury,House_Baratheon_of_Dragonstone,False
Robin_Penrose,Robin Penrose,14,House_Penrose,House_Targaryen,False
Robin_Ryger,Robin Ryger,13,House_Ryger,House_Frey,False
Robyn_Rhysling,Robyn Rhysling,14,House_Rhysling,House_Targaryen,False
Robin_Shaw,Robin Shaw,3,Kingsguard,House_Targaryen,False
Robyn_Ryswell,Robyn Ryswell,2,House_Ryswell,House_Stark,False
Roderick_Blackwood,Roderick Blackwood,9,House_Blackwood,House_Blackwood,True
Roderick_Dustin,Roderick Dustin,2,House_Dustin,House_Stark,False
Roderick_Stark,Roderick Stark,3,House_Stark,House_Targaryen,False
Rodrik_Arryn,Rodrik Arryn,3,House_Arryn,House_Targaryen,False
Rodrik_Cassel,Rodrik Cassel,5,House_Cassel,Night's_Watch,False
Rodrik_Freeborn,Rodrik Freeborn,8,House_Greyjoy,House_Greyjoy,True
Rodrik_Greyjoy_(son_of_Dalton),Rodrik Greyjoy,2,House_Greyjoy,House_Stark,False
Rodrik_Greyjoy,Rodrik Greyjoy,5,House_Greyjoy,Night's_Watch,False
Rodrik_Harlaw,Rodrik Harlaw,8,House_Harlaw,House_Greyjoy,False
Rodrik_Ryswell,Rodrik Ryswell,5,House_Ryswell,Night's_Watch,False
Rodrik_Sparr,Rodrik Sparr,8,House_Sparr,House_Greyjoy,False
Rodwell_Stark,Rodwell Stark,14,House_Stark,House_Targaryen,False
Roelle,Roelle,0,House_Tarth,House_Martell,False
Rogar_Baratheon,Rogar Baratheon,3,House_Baratheon,House_Targaryen,False
Roger_of_Pennytree,Roger of Pennytree,14,,House_Targaryen,False
Roger_Corne,Roger Corne,2,Blacks,House_Stark,False
Roger_Hogg,Roger Hogg,13,House_Hogg,House_Frey,False
Roger_Reyne,Roger Reyne,14,House_Reyne,House_Targaryen,False
Roger_Ryswell,Roger Ryswell,5,House_Ryswell,Night's_Watch,False
Roggerio_Rogare,Roggerio Rogare,2,House_Rogare,House_Stark,False
Roggo,Roggo,13,,House_Frey,False
Roggon_Rustbeard,Roggon Rustbeard,8,House_Greyjoy,House_Greyjoy,True
Rogin_Salt-Beard,Rogin Salt-Beard,8,House_Greyjoy,House_Greyjoy,True
Rognar_II_Greyiron,Rognar II Greyiron,8,,House_Greyjoy,False
Rohanne_of_Tyrosh,Rohanne of Tyrosh,14,House_Blackfyre,House_Targaryen,False
Rohanne_Tarbeck,Rohanne Tarbeck,14,House_Tarbeck,House_Targaryen,False
Rohanne_Webber,Rohanne Webber,14,House_Webber,House_Targaryen,False
Roland_I_Arryn,Roland I Arryn,1,,House_Tully,False
Roland_II_Arryn,Roland II Arryn,1,,House_Tully,False
Roland_Crakehall_(Lord),Roland Crakehall,0,House_Crakehall,House_Martell,False
Roland_Crakehall_(Kingsguard),Roland Crakehall,14,House_Crakehall,House_Targaryen,False
Roland_Darry,Roland Darry,2,House_Darry,House_Stark,False
Roland_Waynwood,Roland Waynwood,0,House_Waynwood,House_Martell,False
Roland_Westerling,Roland Westerling,2,House_Westerling,House_Stark,False
Rolder,Rolder,0,House_Lannister,House_Martell,False
Rolfe,Rolfe,8,,House_Greyjoy,False
Rolfe_the_Dwarf,Rolfe the Dwarf,8,,House_Greyjoy,False
Rollam_Westerling,Rollam Westerling,13,House_Westerling,House_Frey,False
Rolland_Darklyn,Rolland Darklyn,13,House_Darklyn,House_Frey,False
Rolland_Longthorpe,Rolland Longthorpe,12,House_Longthorpe,House_Baratheon_of_Dragonstone,False
Rolland_Storm,Rolland Storm,12,House_Caron,House_Baratheon_of_Dragonstone,False
Rolland_Uffering,Rolland Uffering,14,House_Uffering,House_Targaryen,False
Rolley,Rolley,5,Night's_Watch,Night's_Watch,True
Rollo,Rollo,3,Faith_of_the_Seven,House_Targaryen,False
Rolly_Duckfield,Rolly Duckfield,7,House_Caswell,House_Targaryen,False
Rolph_Spicer,Rolph Spicer,13,House_Spicer,House_Frey,False
Rommo,Rommo,7,Drogo,House_Targaryen,False
Romny_Weaver,Romny Weaver,8,House_Weaver,House_Greyjoy,False
Ronald_Connington,Ronald Connington,7,House_Connington,House_Targaryen,False
Ronald_Storm,Ronald Storm,7,House_Connington,House_Targaryen,False
Ronald_Vance,Ronald Vance,13,House_Vance_of_Atranta,House_Frey,False
Ronel_Rivers,Ronel Rivers,13,House_Frey,House_Frey,True
Ronnal_Baratheon,Ronnal Baratheon,3,House_Baratheon,House_Targaryen,False
Ronnel_Arryn_(king),Ronnel Arryn,3,House_Arryn,House_Targaryen,False
Ronnel_Arryn_(son_of_Jasper),Ronnel Arryn,5,House_Arryn,Night's_Watch,False
Ronnel_Harclay,Ronnel Harclay,5,House_Harclay,Night's_Watch,False
Ronnel_Penrose,Ronnel Penrose,14,House_Penrose,House_Targaryen,False
Ronnel_Stout,Ronnel Stout,13,House_Stout,House_Frey,False
Ronnel_Vance,Ronnel Vance,3,House_Vance,House_Targaryen,False
Ronnet_Connington,Ronnet Connington,0,House_Connington,House_Martell,False
Rook,Rook,8,,House_Greyjoy,False
Roone,Roone,11,Citadel,Citadel,True
Roone_(maester),Roone,13,Citadel,House_Frey,False
Roose_Bolton,Roose Bolton,13,House_Bolton,House_Frey,False
Roose_Ryswell,Roose Ryswell,5,House_Ryswell,Night's_Watch,False
Rorge,Rorge,0,House_Lorch,House_Martell,False
Roro_Uhoris,Roro Uhoris,12,,House_Baratheon_of_Dragonstone,False
Rory,Rory,5,Night's_Watch,Night's_Watch,True
Roryn_Drumm,Roryn Drumm,8,House_Drumm,House_Greyjoy,False
Rosamund_Ball,Rosamund Ball,3,House_Ball,House_Targaryen,False
Rosamund_Darry,Rosamund Darry,2,House_Darry,House_Stark,False
Rosamund_Lannister,Rosamund Lannister,0,House_Lannister_of_Lannisport,House_Martell,False
Lord_Rosby,Lord Rosby,2,House_Rosby,House_Stark,False
Rosey,Rosey,11,Quill_and_Tankard,Citadel,False
Rosey_(daughter_of_Aegon_IV),Rosey (daughter of Aegon IV),2,Faith_of_the_Seven,House_Stark,False
Roslin_Frey,Roslin Frey,13,House_Frey,House_Frey,True
Rossart,Rossart,7,Alchemists'_Guild,House_Targaryen,False
Rowan,Rowan,5,Mance_Rayder,Night's_Watch,False
Rowan_Gold-Tree,Rowan Gold-Tree,4,House_Rowan,Citadel,False
Rowena_Arryn,Rowena Arryn,0,House_Arryn,House_Martell,False
Rowley,Rowley,2,Citadel,House_Stark,False
Roy_Connington,Roy Connington,3,House_Connington,House_Targaryen,False
Royce_Baratheon,Royce Baratheon,2,House_Baratheon,House_Stark,False
Royce_Blackwood,Royce Blackwood,3,House_Blackwood,House_Targaryen,False
Royce_Caron,Royce Caron,2,House_Caron,House_Stark,False
Rudge,Rudge,5,Night's_Watch,Night's_Watch,True
Rue,Rue,2,,House_Stark,False
Rufus_Leek,Rufus Leek,0,House_Leek,House_Martell,False
Rugen,Rugen,0,,House_Martell,False
Runceford_Redwyne,Runceford Redwyne,0,House_Redwyne,House_Martell,False
Runciter,Runciter,2,Citadel,House_Stark,False
Rupert_Crabb,Rupert Crabb,0,House_Crabb,House_Martell,False
Rupert_Falwell,Rupert Falwell,3,House_Falwell,House_Targaryen,False
Rus,Rus,8,Drowned_men,House_Greyjoy,False
Russell_Merryweather,Russell Merryweather,0,House_Merryweather,House_Martell,False
Russell_Stillman,Russell Stillman,2,House_Velaryon,House_Stark,False
Rusty_Flowers,Rusty Flowers,5,Night's_Watch,Night's_Watch,True
Lord_Ruthermont,Lord Ruthermont,1,House_Ruthermont,House_Tully,False
Ryam_Redwyne,Ryam Redwyne,3,House_Redwyne,House_Targaryen,False
Ryben,Ryben,3,Citadel,House_Targaryen,False
Ryger_Rivers,Ryger Rivers,13,House_Frey,House_Frey,True
Ryk,Ryk,5,Mance_Rayder,Night's_Watch,False
Ryles,Ryles,5,Night's_Watch,Night's_Watch,True
Ryman_Frey,Ryman Frey,13,House_Frey,House_Frey,True
Rymolf_Stormdrunk,Rymolf Stormdrunk,8,House_Greyjoy,House_Greyjoy,True
Rymond_Arryn,Rymond Arryn,3,House_Arryn,House_Targaryen,False
Rymund_the_Rhymer,Rymund the Rhymer,13,,House_Frey,False
Ryon_Allyrion,Ryon Allyrion,0,House_Allyrion,House_Martell,False
S'vrone,S'vrone,13,,House_Frey,False
Saathos_Saan,Saathos Saan,12,Saan_family,House_Baratheon_of_Dragonstone,False
Sabitha_Vypren,Sabitha Vypren,2,House_Vypren,House_Stark,False
Saera_Targaryen,Saera Targaryen,3,House_Targaryen,House_Targaryen,True
Saffron,Saffron,5,,Night's_Watch,False
Sailor's_Wife,Sailor's Wife,13,Happy_Port,House_Frey,False
Salladhor_Saan,Salladhor Saan,12,Saan_family,House_Baratheon_of_Dragonstone,False
Sallor_the_Bald,Sallor the Bald,7,Stormcrows,House_Targaryen,False
Salloreon,Salloreon,0,Antler_Men,House_Martell,False
Sam_Stoops,Sam Stoops,14,House_Osgrey,House_Targaryen,False
Sam_Stoops'_wife,Sam Stoops' wife,14,House_Osgrey,House_Targaryen,False
Sam_Salt,Sam Salt,2,House_Hoare,House_Stark,False
Samantha_Stokeworth,Samantha Stokeworth,3,House_Stokeworth,House_Targaryen,False
Samantha_Tarly,Samantha Tarly,2,House_Tarly,House_Stark,False
Samarro_Saan,Samarro Saan,12,Saan_family,House_Baratheon_of_Dragonstone,False
Samgood_of_Sour_Hill,Samgood of Sour Hill,3,Kingsguard,House_Targaryen,False
Samwell_Blackwood,Samwell Blackwood,2,House_Blackwood,House_Stark,False
Samwell_Rivers,Samwell Rivers,9,House_Tully,House_Blackwood,False
Samwell_Spicer,Samwell Spicer,0,House_Spicer,House_Martell,False
Samwell_Stone,Samwell Stone,5,House_Royce,Night's_Watch,False
Samwell_Tarly_(lord),Samwell Tarly (lord),3,House_Tarly,House_Targaryen,False
Samwell_Tarly,Samwell Tarly,5,House_Tarly,Night's_Watch,False
Sandeman,Sandeman,2,Citadel,House_Stark,False
Sandoq_the_Shadow,Sandoq the Shadow,2,House_Rogare,House_Stark,False
Sandor_Clegane,Sandor Clegane,13,House_Clegane,House_Frey,False
Sansa_Stark,Sansa Stark,0,House_Stark,House_Martell,False
Sansa_Stark_(daughter_of_Rickon),Sansa Stark (daughter of Rickon),2,House_Stark,House_Stark,True
Sansara_Tarly,Sansara Tarly,2,House_Tarly,House_Stark,False
Sara_Snow,Sara Snow,2,House_Stark,House_Stark,True
Saranella,Saranella,0,Faith_of_the_Seven,House_Martell,False
Sarella_Sand,Sarella Sand,0,House_Martell,House_Martell,True
Sargon_Botley,Sargon Botley,8,House_Botley,House_Greyjoy,False
Sargoso_Saan,Sargoso Saan,3,Saan_family,House_Targaryen,False
Sarra_Frey,Sarra Frey,13,House_Frey,House_Frey,True
Sarra_Stark,Sarra Stark,2,House_Stark,House_Stark,True
Satin,Satin,5,Night's_Watch,Night's_Watch,True
Sawane_Botley,Sawane Botley,8,House_Botley,House_Greyjoy,False
Sawwood,Sawwood,5,Night's_Watch,Night's_Watch,True
Scales,Scales,5,Three-eyed_crow,Night's_Watch,False
Scar,Scar,7,Yezzan_zo_Qaggaz,House_Targaryen,False
Scarb,Scarb,7,,House_Targaryen,False
Scolera,Scolera,0,Faith_of_the_Seven,House_Martell,False
Sebastion_Errol,Sebastion Errol,12,House_Errol,House_Baratheon_of_Dragonstone,False
Sebaston_Farman,Sebaston Farman,0,House_Farman,House_Martell,False
Sedgekins,Sedgekins,13,House_Frey,House_Frey,True
Sefton_Staunton,Sefton Staunton,14,House_Staunton,House_Targaryen,False
Selwyn_Tarth,Selwyn Tarth,0,House_Tarth,House_Martell,False
Selyse_Florent,Selyse Florent,12,House_Florent,House_Baratheon_of_Dragonstone,False
Senelle,Senelle,0,House_Lannister,House_Martell,False
Senerra_She-Snake,Senerra She-Snake,7,,House_Targaryen,False
Septon_of_Sallydance,Septon of Sallydance,13,Faith_of_the_Seven,House_Frey,False
Ser_Stupid,Ser Stupid,3,House_Targaryen,House_Targaryen,True
Serala,Serala,7,House_Darklyn,House_Targaryen,False
Serena_Stark,Serena Stark,2,House_Stark,House_Stark,True
Serenei_of_Lys,Serenei of Lys,14,,House_Targaryen,False
Serra,Serra,7,,House_Targaryen,False
Serra_Frey,Serra Frey,13,House_Frey,House_Frey,True
Lord_Serrett,Lord Serrett,0,House_Serrett,House_Martell,False
Serwyn_of_the_Mirror_Shield,Serwyn of the Mirror Shield,7,House_Gardener,House_Targaryen,False
Shadd,Shadd,5,House_Stark,Night's_Watch,False
Shadrick,Shadrick,0,House_Baratheon_of_Dragonstone,House_Martell,False
Shae,Shae,0,,House_Martell,False
Shaena_Targaryen,Shaena Targaryen,7,House_Targaryen,House_Targaryen,True
Shaera_Targaryen,Shaera Targaryen,7,House_Targaryen,House_Targaryen,True
Shagga,Shagga,0,Stone_Crows,House_Martell,False
Shagwell,Shagwell,0,Brave_Companions,House_Martell,False
Sharako_Lohar,Sharako Lohar,2,Triarchy,House_Stark,False
Sharis_Footly,Sharis Footly,2,House_Footly,House_Stark,False
Sharna,Sharna,13,Brotherhood_without_banners,House_Frey,False
Sharra_Arryn,Sharra Arryn,3,House_Arryn,House_Targaryen,False
Lord_Shawney,Lord Shawney,14,House_Shawney,House_Targaryen,False
Shella,Shella,0,,House_Martell,False
Shella_Whent,Shella Whent,13,House_Whent,House_Frey,False
Shepherd,Shepherd,2,Faith_of_the_Seven,House_Stark,False
False_Shepherd,False Shepherd,2,Faith_of_the_Seven,House_Stark,False
Shepherd_reborn,Shepherd reborn,2,Faith_of_the_Seven,House_Stark,False
Shiera_Blackwood,Shiera Blackwood,9,House_Blackwood,House_Blackwood,True
Shiera_Seastar,Shiera Seastar,14,House_Targaryen,House_Targaryen,True
Shireen_Baratheon,Shireen Baratheon,12,House_Baratheon_of_Dragonstone,House_Baratheon_of_Dragonstone,True
Shirei_Frey,Shirei Frey,13,House_Frey,House_Frey,True
Shitmouth,Shitmouth,13,House_Clegane,House_Frey,False
Shortear,Shortear,0,House_Lannister,House_Martell,False
Shrouded_Lord,Shrouded Lord,7,Stone_men,House_Targaryen,False
Shyra,Shyra,5,House_Stark,Night's_Watch,False
Shyra_Errol,Shyra Errol,12,House_Errol,House_Baratheon_of_Dragonstone,False
Sigfry_Stonetree,Sigfry Stonetree,8,House_Stonetree,House_Greyjoy,False
Sigfryd_Harlaw,Sigfryd Harlaw,8,House_Harlaw_of_Harlaw_Hall,House_Greyjoy,False
Sigorn,Sigorn,5,Thenns,Night's_Watch,False
Sigrin,Sigrin,5,House_Greyjoy,Night's_Watch,False
Ragged_Silas,Ragged Silas,3,Faith_of_the_Seven,House_Targaryen,False
Silver_haired_whore_in_Selhorys,Silver haired whore in Selhorys,0,,House_Martell,False
Simon_Dondarrion,Simon Dondarrion,3,House_Dondarrion,House_Targaryen,False
Simon_Leygood,Simon Leygood,14,House_Leygood,House_Targaryen,False
Simon_Staunton,Simon Staunton,14,House_Staunton,House_Targaryen,False
Simon_Staunton_(squire),Simon Staunton (squire),3,House_Staunton,House_Targaryen,False
Simon_Strong,Simon Strong,2,House_Strong,House_Stark,False
Simon_Toyne,Simon Toyne,13,House_Toyne,House_Frey,False
Skahaz_mo_Kandaq,Skahaz mo Kandaq,7,House_of_Kandaq,House_Targaryen,False
Skinner,Skinner,5,House_Bolton,Night's_Watch,False
Skittrick,Skittrick,13,House_Stark,House_Frey,False
Skyte,Skyte,8,House_Greyjoy,House_Greyjoy,True
Lord_Slate,Lord Slate,13,House_Slate,House_Frey,False
Sly_(stableboy),Sly,2,,House_Stark,False
Small_Paul,Small Paul,5,Night's_Watch,Night's_Watch,True
Smike,Smike,3,Citadel,House_Targaryen,False
Smiling_Knight,Smiling Knight,13,Kingswood_Brotherhood,House_Frey,False
Snatch,Snatch,7,Second_Sons,House_Targaryen,False
Snowylocks,Snowylocks,5,Three-eyed_crow,Night's_Watch,False
Softfoot,Softfoot,5,Night's_Watch,Night's_Watch,True
Soren_Shieldbreaker,Soren Shieldbreaker,5,Mance_Rayder,Night's_Watch,False
Spare_Boot,Spare Boot,5,Night's_Watch,Night's_Watch,True
The_Sparr,The Sparr,8,House_Sparr,House_Greyjoy,False
Spotted_Cat,Spotted Cat,7,,House_Targaryen,False
Spotted_Pate,Spotted Pate,11,,Citadel,False
Spotted_Pate_of_Maidenpool,Spotted Pate of Maidenpool,5,Night's_Watch,Night's_Watch,True
Squint,Squint,5,House_Greyjoy,Night's_Watch,False
Squinter,Squinter,13,Faceless_Men,House_Frey,False
Squirrel_(free_folk),Squirrel,5,Mance_Rayder,Night's_Watch,False
Stableboy_at_King's_Landing,Stableboy at King's Landing,13,House_Baratheon_of_King's_Landing,House_Frey,False
Lord_Stackspear_(father_of_Alys),Lord Stackspear (father of Alys),14,House_Stackspear,House_Targaryen,False
Stafford_Lannister,Stafford Lannister,13,House_Lannister,House_Frey,False
Stalwart_Shield,Stalwart Shield,7,Unsullied,House_Targaryen,False
Stannis_Baratheon,Stannis Baratheon,12,House_Baratheon_of_Dragonstone,House_Baratheon_of_Dragonstone,True
Stannis_Seaworth,Stannis Seaworth,12,House_Seaworth,House_Baratheon_of_Dragonstone,False
Stanton_Piper,Stanton Piper,2,House_Piper,House_Stark,False
Starved_man,Starved man,13,Faceless_Men,House_Frey,False
Lady_Staunton,Lady Staunton,2,House_Staunton,House_Stark,False
Lord_Staunton,Lord Staunton,2,House_Staunton,House_Stark,False
Lord_Staunton_(father_of_Cassella),Lord Staunton (father of Cassella),3,House_Staunton,House_Targaryen,False
Steelskin,Steelskin,7,House_of_Loraq,House_Targaryen,False
Steely_Pate,Steely Pate,14,,House_Targaryen,False
Steffar_Stammerer,Steffar Stammerer,8,House_Greyjoy,House_Greyjoy,True
Steffarion_Sparr,Steffarion Sparr,8,House_Sparr,House_Greyjoy,False
Steffon_Baratheon,Steffon Baratheon,7,House_Baratheon,House_Targaryen,False
Steffon_Connington,Steffon Connington,2,House_Connington,House_Stark,False
Steffon_Darklyn,Steffon Darklyn,2,House_Darklyn,House_Stark,False
Steffon_Fossoway,Steffon Fossoway,14,House_Fossoway_of_Cider_Hall,House_Targaryen,False
Steffon_Hollard,Steffon Hollard,7,House_Hollard,House_Targaryen,False
Steffon_Seaworth,Steffon Seaworth,12,House_Seaworth,House_Baratheon_of_Dragonstone,False
Steffon_Sunderland,Steffon Sunderland,3,House_Sunderland,House_Targaryen,False
Steffon_Swyft,Steffon Swyft,13,House_Swyft,House_Frey,False
Steffon_Varner,Steffon Varner,12,House_Varner,House_Baratheon_of_Dragonstone,False
Stevron_Frey,Stevron Frey,13,House_Frey,House_Frey,True
Stiv,Stiv,5,Night's_Watch,Night's_Watch,True
Lord_Stokeworth,Lord Stokeworth,2,House_Stokeworth,House_Stark,False
Stone_Thumbs,Stone Thumbs,5,Mance_Rayder,Night's_Watch,False
Stonehand,Stonehand,8,,House_Greyjoy,False
Stonesnake,Stonesnake,5,Night's_Watch,Night's_Watch,True
Lady_Stonetree_(wife_of_Quellon_Greyjoy),Lady Stonetree (wife of Quellon Greyjoy),8,House_Stonetree,House_Greyjoy,False
Lord_Stonetree,Lord Stonetree,8,House_Stonetree,House_Greyjoy,False
Stygg,Stygg,5,House_Greyjoy,Night's_Watch,False
Styr,Styr,5,Thenns,Night's_Watch,False
Sumner_Crakehall,Sumner Crakehall,13,House_Crakehall,House_Frey,False
Lady_Sunderly_(wife_of_Quellon_Greyjoy),Lady Sunderly (wife of Quellon Greyjoy),8,House_Sunderly,House_Greyjoy,False
Lord_Sunglass,Lord Sunglass,12,House_Sunglass,House_Baratheon_of_Dragonstone,False
Sure_Spear,Sure Spear,7,Unsullied,House_Targaryen,False
Surly_lad,Surly lad,3,House_Wylde,House_Targaryen,False
Sunset_girl,Sunset girl,0,,House_Martell,False
Lord_Sweet,Lord Sweet,12,House_Sweet,House_Baratheon_of_Dragonstone,False
Sweets,Sweets,7,House_of_Qaggaz,House_Targaryen,False
Lord_Swyft,Lord Swyft,2,House_Swyft,House_Stark,False
Sybassion,Sybassion,7,,House_Targaryen,False
Sybell_Spicer,Sybell Spicer,13,House_Spicer,House_Frey,False
Sybelle_Glover,Sybelle Glover,8,House_Locke,House_Greyjoy,False
Sylas_the_Grim,Sylas the Grim,2,,House_Stark,False
Sylas_Sourmouth,Sylas Sourmouth,5,House_Greyjoy,Night's_Watch,False
Sylva_Santagar,Sylva Santagar,0,House_Santagar,House_Martell,False
Sylvenna_Sand,Sylvenna Sand,2,House_of_Kisses,House_Stark,False
Symeon_Star-Eyes,Symeon Star-Eyes,14,,House_Targaryen,False
Symon_Hollard,Symon Hollard,7,House_Hollard,House_Targaryen,False
Symon_Santagar,Symon Santagar,0,House_Santagar,House_Martell,False
Symon_Silver_Tongue,Symon Silver Tongue,0,,House_Martell,False
Symon_Stripeback,Symon Stripeback,7,House_Targaryen,House_Targaryen,True
Symond_Botley,Symond Botley,8,House_Botley,House_Greyjoy,False
Symond_Crayne,Symond Crayne,3,House_Crayne,House_Targaryen,False
Symond_Frey,Symond Frey,13,House_Frey,House_Frey,True
Symond_Staunton,Symond Staunton,7,House_Staunton,House_Targaryen,False
Symond_Templeton,Symond Templeton,0,House_Templeton,House_Martell,False
Syrio_Forel,Syrio Forel,5,House_Stark,Night's_Watch,False
Taena_Merryweather,Taena Merryweather,0,House_Merryweather,House_Martell,False
Tagganaro,Tagganaro,13,,House_Frey,False
Tal_Toraq,Tal Toraq,7,House_Targaryen,House_Targaryen,True
Talbert_Serry,Talbert Serry,8,House_Serry,House_Greyjoy,False
Talea,Talea,13,,House_Frey,False
Talla_Tarly,Talla Tarly,5,House_Tarly,Night's_Watch,False
Tallad,Tallad,0,House_Baratheon_of_King's_Landing,House_Martell,False
Tanda_Stokeworth,Tanda Stokeworth,0,House_Stokeworth,House_Martell,False
Tanselle,Tanselle,14,,House_Targaryen,False
Tansy_(innkeep),Tansy (innkeep),13,Peach,House_Frey,False
Tansy_(orphan),Tansy (orphan),0,,House_Martell,False
Tanton_Fossoway,Tanton Fossoway,0,House_Fossoway_of_Cider_Hall,House_Martell,False
Last_Lord_Tarbeck,Last Lord Tarbeck,14,House_Tarbeck,House_Targaryen,False
Lord_Tarbeck_(son_of_Alyn),Lord Tarbeck (son of Alyn),3,House_Tarbeck,House_Targaryen,False
Tarber,Tarber,13,,House_Frey,False
Targon,Targon,0,,House_Martell,False
Tarle_the_Thrice-Drowned,Tarle the Thrice-Drowned,8,,House_Greyjoy,False
Tarth_triplets,Tarth triplets,3,,House_Targaryen,False
Tattered_Prince,Tattered Prince,7,Windblown,House_Targaryen,False
Teora_Hunter,Teora Hunter,1,House_Hunter,House_Tully,False
Teora_Kyndall,Teora Kyndall,14,House_Kyndall,House_Targaryen,False
Teora_Toland,Teora Toland,0,House_Toland,House_Martell,False
Ternesio_Terys,Ternesio Terys,13,,House_Frey,False
Terrance_Lynderly,Terrance Lynderly,0,House_Lynderly,House_Martell,False
Terrence_Kenning,Terrence Kenning,0,House_Kenning_of_Kayce,House_Martell,False
Terrence_Toyne,Terrence Toyne,14,House_Toyne,House_Targaryen,False
Terro,Terro,13,,House_Frey,False
Tess,Tess,2,House_Greyjoy,House_Stark,False
Tessario,Tessario,2,House_Peake,House_Stark,False
Thaddeus_Rowan,Thaddeus Rowan,2,House_Rowan,House_Stark,False
Theo_Bolling,Theo Bolling,3,House_Bolling,House_Targaryen,False
Theo_Charlton,Theo Charlton,9,House_Charlton,House_Blackwood,False
Theo_Frey,Theo Frey,13,House_Frey,House_Frey,True
Theo_Tyrell,Theo Tyrell,3,House_Tyrell,House_Targaryen,False
Theo_Wull,Theo Wull,5,House_Wull,Night's_Watch,False
Theobald,Theobald,11,Citadel,Citadel,True
Theodan_Wells,Theodan Wells,0,House_Wells,House_Martell,False
Theomar_Smallwood,Theomar Smallwood,13,House_Smallwood,House_Frey,False
Theomore,Theomore,12,House_Lannister_of_Lannisport,House_Baratheon_of_Dragonstone,False
Theomore_Manderly,Theomore Manderly,3,House_Manderly,House_Targaryen,False
Theon_Greyjoy,Theon Greyjoy,5,House_Greyjoy,Night's_Watch,False
Theon_Stark,Theon Stark,8,,House_Greyjoy,False
Therry,Therry,12,House_Manderly,House_Baratheon_of_Dragonstone,False
Thistle,Thistle,5,Mance_Rayder,Night's_Watch,False
Thoren_Smallwood,Thoren Smallwood,5,House_Smallwood,Night's_Watch,False
Thormor_Ironmaker,Thormor Ironmaker,8,House_Ironmaker,House_Greyjoy,False
Thoron_True,Thoron True,2,House_Velaryon,House_Stark,False
Thoros_of_Myr,Thoros of Myr,13,R'hllor,House_Frey,False
Three_Toes,Three Toes,13,Brave_Companions,House_Frey,False
Three-Tooth,Three-Tooth,8,House_Harlaw,House_Greyjoy,False
Tickler,Tickler,13,House_Clegane,House_Frey,False
Tigaro_Moraqos,Tigaro Moraqos,2,,House_Stark,False
Tim_Stone,Tim Stone,5,Night's_Watch,Night's_Watch,True
Tim_Tangletongue,Tim Tangletongue,5,Night's_Watch,Night's_Watch,True
Timeon,Timeon,0,Brave_Companions,House_Martell,False
Timett,Timett,0,Burned_Men,House_Martell,False
Timon,Timon,12,,House_Baratheon_of_Dragonstone,False
Timoth,Timoth,0,House_Martell,House_Martell,True
Timotty_Snow,Timotty Snow,2,House_Flint_of_Flint's_Finger,House_Stark,False
Tion_Frey,Tion Frey,13,House_Frey,House_Frey,True
Tion_Lannister,Tion Lannister,14,House_Lannister,House_Targaryen,False
Tion_Tarbeck,Tion Tarbeck,14,House_Tarbeck,House_Targaryen,False
