ID,year,source,era
Kyle_(brotherhood),299.0,died,ASOIAF main
Kyle_Condon,300.0,book_mention,ASOIAF main
Kyle_Connington,,unknown,Unknown
Kyle_Royce,282.0,died,Late Targaryen
Kyleg,,unknown,Unknown
Kym,299.0,died,ASOIAF main
Kyra,300.0,died,ASOIAF main
Kyra_Frey,308.0,born+30,ASOIAF main
Kyrie,,unknown,Unknown
Lacey,299.0,died,ASOIAF main
Lady_Farts-a-Lot,,unknown,Unknown
Lady_of_the_Leaves,,unknown,Unknown
Lady_Stork,,unknown,Unknown
Laena_Penrose,228.0,born+30,Mid-Targaryen
Laena_Velaryon,120.0,died,Fire & Blood
Laena_Velaryon_(daughter_of_Alyn),164.0,born+30,Fire & Blood
Laenor_Velaryon,120.0,died,Fire & Blood
Lambert_Turnberry,,unknown,Unknown
Lambert_Whitewater,,unknown,Unknown
Lamprey_(gaoler),,unknown,Unknown
Lancel_Lannister,312.0,born+30,Unknown
Lancel_I_Lannister,,unknown,Unknown
Lancel_IV_Lannister,,unknown,Unknown
Lancel_V_Lannister,,unknown,Unknown
Lann_the_Clever,,unknown,Unknown
Lanna_(Happy_Port),315.0,born+30,Unknown
Lanna_(Peach),,unknown,Unknown
Lanna_Lannister,299.0,born+30,ASOIAF main
Larence_Snow,316.0,born+30,Unknown
Larissa_Velaryon,,unknown,Unknown
Lark,299.0,died,ASOIAF main
Larra_Blackmont,,unknown,Unknown
Larra_Rogare,145.0,died,Fire & Blood
Larraq,322.0,born+30,Unknown
Larys_Strong,131.0,died,Fire & Blood
Last_hero,,unknown,Unknown
Laswell_Peake,300.0,book_mention,ASOIAF main
Laurent,,unknown,Unknown
Layna,315.0,born+30,Unknown
Leaf,130.0,born+30,Fire & Blood
Leana_Frey,329.0,born+30,Unknown
Leathers,289.0,born+30,Robert's Reign
Lelia_Lannister,,unknown,Unknown
Lem,,unknown,Unknown
Lem_(Standfast),191.0,born+30,Fire & Blood
Lemore,289.0,born+30,Robert's Reign
Lenn,299.0,died,ASOIAF main
Lennocks,298.0,died,ASOIAF main
Lenwood_Tawney,,unknown,Unknown
Lenyl,,unknown,Unknown
Leo_Blackbar,,unknown,Unknown
Leo_Costayne,134.0,died,Fire & Blood
Leo_Lefford,299.0,died,ASOIAF main
Leo_Tyrell_(son_of_Gareth),,unknown,Unknown
Leo_Tyrell_(son_of_Moryn),,unknown,Unknown
Leo_Tyrell_(Longthorn),,unknown,Unknown
Leo_Tyrell_(son_of_Victor),,unknown,Unknown
Leobald_Tallhart,299.0,died,ASOIAF main
Leona_Tyrell,,unknown,Unknown
Leona_Woolfield,,unknown,Unknown
Leonella_Lefford,,unknown,Unknown
Leonette_Fossoway,,unknown,Unknown
Leowyn_Corbray,133.0,died,Fire & Blood
Leslyn,,unknown,Unknown
Leslyn_Haigh,,unknown,Unknown
Lester,,unknown,Unknown
Lester_Dabell,,unknown,Unknown
Lester_Morrigen,300.0,event:War of the Five Kings,ASOIAF main
Lew_(guard),,unknown,Unknown
Left_Hand_Lew,,unknown,Unknown
Long_Lew,,unknown,Unknown
Lewis_Lanster,,unknown,Unknown
Lewyn_Martell,283.0,died,Robert's Reign
Lewys_the_Fishwife,,unknown,Unknown
Lewys_Lydden,,unknown,Unknown
Lewys_Piper,,unknown,Unknown
Leygood_(father_of_Lucas),130.0,died,Fire & Blood
Leyla_Hightower,,unknown,Unknown
Leyton_Hightower,300.0,event:War of the Five Kings,ASOIAF main
Lharys,298.0,died,ASOIAF main
Lia_Serry,,unknown,Unknown
Liane_Vance,,unknown,Unknown
Lianna_Velaryon,54.0,died,Fire & Blood
The_Liddle,,unknown,Unknown
Lily,186.0,born+30,Fire & Blood
Liomond_Lashare,,unknown,Unknown
Lister,298.0,died,ASOIAF main
Little_Lord_Lazyeye,303.0,born+30,ASOIAF main
Lo_Bu,,unknown,Unknown
Lo_Doq,,unknown,Unknown
Lo_Han,,unknown,Unknown
Lo_Tho,,unknown,Unknown
Lodos,2.0,died,Targaryen Conquest
Lodos_the_Twice-Drowned,37.0,died,Targaryen Conquest
Lollys_Stokeworth,295.0,born+30,Robert's Reign
Lomas_Estermont,300.0,event:War of the Five Kings,ASOIAF main
Lomas_Longstrider,,unknown,Unknown
Lommy_Greenhands,299.0,died,ASOIAF main
Lomys,,unknown,Unknown
Longwater_Pyke,,unknown,Unknown
Longwaters,,unknown,Unknown
Lonnel_Snow,225.0,born+30,Mid-Targaryen
Loras_Tyrell,312.0,born+30,Unknown
Lorcas,271.0,born+30,Late Targaryen
Lorcas_the_Learned,48.0,died,Targaryen Conquest
Lord_of_Bones,300.0,died,ASOIAF main
Lord_Pigface,,unknown,Unknown
Lordling,,unknown,Unknown
Loren_I_Lannister,42.0,died,Targaryen Conquest
Lorence_Roxton,17.0,born+30,Targaryen Conquest
Lorent_Caswell,,unknown,Unknown
Lorent_Grandison,,unknown,Unknown
Lorent_Lorch,,unknown,Unknown
Lorent_Marbrand,130.0,died,Fire & Blood
Lorent_Tyrell,,unknown,Unknown
Lorent_Tyrell_(steward),,unknown,Unknown
Loreon_Lannister,,unknown,Unknown
Loreon_I_Lannister,,unknown,Unknown
Loreon_II_Lannister,,unknown,Unknown
Loreon_III_Lannister,,unknown,Unknown
Loreon_IV_Lannister,,unknown,Unknown
Loreon_V_Lannister,,unknown,Unknown
Loreth_Lansdale,130.0,died,Fire & Blood
Loreza_Sand,323.0,born+30,Unknown
Lorimar_Peake,,unknown,Unknown
Lorimas_Mudd,,unknown,Unknown
Lorimer_the_Belly,298.0,died,ASOIAF main
Lormelle_Long_Lance,,unknown,Unknown
Loron_Greyjoy,,unknown,Unknown
Loron_Greyjoy_(lord),,unknown,Unknown
Lorra_Royce,190.0,died,Fire & Blood
Black_Lorren,299.0,died,ASOIAF main
Lorren_Longaxe,330.0,born+30,Unknown
Loso,,unknown,Unknown
Lothar,,unknown,Unknown
Lothar_Bracken,,unknown,Unknown
Lothar_Frey,296.0,born+30,Robert's Reign
Lothar_Mallery,298.0,died,ASOIAF main
Lotho_Lornel,,unknown,Unknown
Lotho_Rogare,,unknown,Unknown
Lothor_Brune,300.0,event:War of the Five Kings,ASOIAF main
Lothor_Burley,,unknown,Unknown
Loyal_Spear,300.0,died,ASOIAF main
Lucamore_Strong,70.0,born+30,Fire & Blood
Lucan,299.0,died,ASOIAF main
Lucan_(Grand_Maester),,unknown,Unknown
Lucantine_Woodwright,,unknown,Unknown
Lucas_Blackwood,299.0,died,ASOIAF main
Lucas_Codd,,unknown,Unknown
Lucas_Corbray,,unknown,Unknown
Lucas_Harroway,44.0,died,Targaryen Conquest
Lucas_Inchfield,211.0,died,Mid-Targaryen
Lucas_Leygood,135.0,died,Fire & Blood
Lucas_Lothston_(husband_of_Falena),130.0,event:Dance of the Dragons,Fire & Blood
Lucas_Lothston_(father_of_Manfryd),,unknown,Unknown
Lucas_Nayland,,unknown,Unknown
Lucas_Roote,299.0,died,ASOIAF main
Lucas_Tyrell,,unknown,Unknown
Luceon_Frey,288.0,born+30,Robert's Reign
Luceon_of_Tarth,130.0,event:Dance of the Dragons,Fire & Blood
Luceon_Templeton,,unknown,Unknown
Lucerys_Velaryon,129.0,died,Fire & Blood
Lucerys_Velaryon_(master_of_ships),298.0,died,ASOIAF main
Lucias_Vypren,,unknown,Unknown
Lucifer_Dryland,,unknown,Unknown
Lucifer_Hardy,,unknown,Unknown
Lucifer_Justman,0.0,event:Aegon's Conquest,Pre-Conquest
Lucifer_Long,,unknown,Unknown
Lucifer_Massey,42.0,died,Targaryen Conquest
Lucimore_Botley,,unknown,Unknown
Lucinda_Broome,59.0,died,Fire & Blood
Lucinda_Penrose,163.0,born+30,Fire & Blood
Lucion_Lannister,315.0,born+30,Unknown
Luco_Prestayn,,unknown,Unknown
Lucos,,unknown,Unknown
Lucos_Chyttering,313.0,born+30,Unknown
Likely_Luke,,unknown,Unknown
Luke_of_Longtown,,unknown,Unknown
Lum,,unknown,Unknown
Luthor_Largent,130.0,died,Fire & Blood
Luthor_Tyrell,281.0,died,Late Targaryen
Luthor_Tyrell_(son_of_Moryn),299.0,died,ASOIAF main
Luthor_Tyrell_(son_of_Theodore),,unknown,Unknown
Luton,300.0,died,ASOIAF main
Luwin,299.0,died,ASOIAF main
Lyanna_Mormont,320.0,born+30,Unknown
Lyanna_Stark,283.0,died,Robert's Reign
Lyanna_Stark_(daughter_of_Cregan),211.0,born+30,Mid-Targaryen
Lyanne_Glover,223.0,died,Mid-Targaryen
Lyarra_Stark,299.0,died,ASOIAF main
Lyessa_Flint,,unknown,Unknown
Lyle_Bracken,42.0,died,Targaryen Conquest
Lyle_Crakehall,,unknown,Unknown
Lyman_Beesbury,129.0,died,Fire & Blood
Lyman_(Archmaester),,unknown,Unknown
Lyman_Darry,299.0,died,ASOIAF main
Lyman_Lannister,59.0,died,Fire & Blood
Lymond_Fisher,0.0,event:Aegon's Conquest,Pre-Conquest
Lymond_Goodbrook,,unknown,Unknown
Lymond_Hightower,,unknown,Unknown
Lymond_Lychester,283.0,event:Robert's Rebellion,Robert's Reign
Lymond_Lynderly,,unknown,Unknown
Lymond_Mallister,131.0,died,Fire & Blood
Lymond_Pease,,unknown,Unknown
Lymond_Vikary,,unknown,Unknown
Lyn_Corbray,298.0,born+30,ASOIAF main
Lynara_Stark,140.0,died,Fire & Blood
Lync,,unknown,Unknown
Lynesse_Hightower,301.0,born+30,ASOIAF main
Lynora_Hill,273.0,born+30,Late Targaryen
Lyonce,12.0,died,Targaryen Conquest
Lyonel_(knight),,unknown,Unknown
Lyonel_Baratheon,245.0,died,Mid-Targaryen
Lyonel_Bentley,130.0,died,Fire & Blood
Lyonel_Corbray,290.0,born+30,Robert's Reign
Lyonel_Deddings,130.0,died,Fire & Blood
Lyonel_Frey,313.0,born+30,Unknown
Lyonel_Hightower,143.0,died,Fire & Blood
Lyonel_Lorch,45.0,event:Faith Militant,Targaryen Conquest
Lyonel_Selmy,260.0,died,Late Targaryen
Lyonel_Strong,120.0,died,Fire & Blood
Lyonel_Tyrell_(lord),159.0,died,Fire & Blood
Lyonel_Tyrell_(son_of_Leo),,unknown,Unknown
Lyra,80.0,died,Fire & Blood
Lyra_Hayford,160.0,born+30,Fire & Blood
Lyra_Mormont,318.0,born+30,Unknown
Lysa_Arryn,300.0,died,ASOIAF main
Lysa_Farman,130.0,event:Dance of the Dragons,Fire & Blood
Lysa_Locke,114.0,born+30,Fire & Blood
Lysa_Meadows,,unknown,Unknown
Lysandro_Rogare,135.0,died,Fire & Blood
Lysara_Karstark,198.0,died,Fire & Blood
Lysara_Rogare,135.0,died,Fire & Blood
Lysaro_Rogare,135.0,died,Fire & Blood
Lysono_Maar,,unknown,Unknown
Lythene_Frey,289.0,born+30,Robert's Reign
Mace_Tyrell,293.0,born+30,Robert's Reign
Mad_Axe,,unknown,Unknown
Mad_Huntsman,300.0,event:War of the Five Kings,ASOIAF main
Maddy,,unknown,Unknown
Maege_Mormont,289.0,born+30,Robert's Reign
Maegelle_Frey,298.0,born+30,ASOIAF main
Maegelle_Targaryen,96.0,died,Fire & Blood
Maegon_Targaryen,-38.0,born+30,Pre-Conquest
Maegor_I_Targaryen,48.0,died,Targaryen Conquest
Maegor_Targaryen_(son_of_Aerion),262.0,born+30,Late Targaryen
Maegor_Towers,61.0,died,Fire & Blood
Maekar_I_Targaryen,233.0,died,Mid-Targaryen
Maelor_Targaryen,130.0,died,Fire & Blood
Maelys_Blackfyre,260.0,died,Late Targaryen
Maerie_(goodwife),300.0,event:War of the Five Kings,ASOIAF main
Maerie_the_Whore,299.0,died,ASOIAF main
Maezon_zo_Rhaezn,,unknown,Unknown
Mag_Mar_Tun_Doh_Weg,300.0,died,ASOIAF main
Maggy_the_Frog,276.0,died,Late Targaryen
Mago,,unknown,Unknown
Maia_Stokeworth,,unknown,Unknown
Maisie,,unknown,Unknown
Maladon_Moore,48.0,died,Targaryen Conquest
Malaquo_Maegyr,,unknown,Unknown
Malazza,313.0,born+30,Unknown
Malcolm,,unknown,Unknown
Maldon_IV_Durrandon,,unknown,Unknown
Maldon_Massey,,unknown,Unknown
Malegorn_of_Redpool,,unknown,Unknown
Malentine_Velaryon,132.0,died,Fire & Blood
Mallador_Locke,299.0,died,ASOIAF main
Malleon,,unknown,Unknown
Malliard,,unknown,Unknown
Mallor,,unknown,Unknown
Mallor_the_Dornishman,,unknown,Unknown
Mallow,,unknown,Unknown
Malo_Jayn,,unknown,Unknown
Malora_Hightower,,unknown,Unknown
Malthar_Xaq,,unknown,Unknown
Malwyn_Frey,314.0,born+30,Unknown
Mancaster,,unknown,Unknown
Mance_Rayder,,unknown,Unknown
Mandon_Moore,299.0,died,ASOIAF main
Manfred_Dondarrion,,unknown,Unknown
Manfred_Hightower_(Aegon's_Conquest),10.0,died,Targaryen Conquest
Manfred_Hightower_(son_of_Addam),41.0,died,Targaryen Conquest
Manfred_Lothston,196.0,event:Blackfyre Rebellion,Fire & Blood
Manfred_Swann,,unknown,Unknown
Manfrey_Martell,,unknown,Unknown
Manfryd_Lothston,,unknown,Unknown
Manfryd_Merlyn,,unknown,Unknown
Manfryd_Mooton,134.0,died,Fire & Blood
Manfryd_Redwyne,89.0,died,Fire & Blood
Manfryd_Yew,,unknown,Unknown
Manly_Stokeworth,298.0,died,ASOIAF main
Mara_Manderly,,unknown,Unknown
Mara_Martell,101.0,died,Fire & Blood
Marei,310.0,born+30,Unknown
Margaery_Tyrell,313.0,born+30,Unknown
Margaret_Karstark,142.0,born+30,Fire & Blood
Margate,,unknown,Unknown
Marghaz_zo_Loraq,,unknown,Unknown
Margot_Lannister,,unknown,Unknown
Marianne_Vance,320.0,born+30,Unknown
Maric_Seaworth,299.0,died,ASOIAF main
Marilda_of_Hull,127.0,born+30,Fire & Blood
Marillion,300.0,died,ASOIAF main
Maris_(Mother),,unknown,Unknown
Maris_the_Maid,,unknown,Unknown
Maris_Baratheon,147.0,born+30,Fire & Blood
Black_Maris,,unknown,Unknown
Marissa_Frey,316.0,born+30,Unknown
Mariya_Darry,283.0,event:Robert's Rebellion,Robert's Reign
Mark_Mullendore,,unknown,Unknown
Mark_Ryswell,283.0,died,Robert's Reign
Marla_Prester,245.0,born+30,Mid-Targaryen
Marla_Sunderland,0.0,event:Aegon's Conquest,Pre-Conquest
Marlon_Manderly,,unknown,Unknown
Marna_Locke,230.0,died,Mid-Targaryen
Maron_Botley,299.0,died,ASOIAF main
Maron_Greyjoy,289.0,died,Robert's Reign
Maron_Martell,188.0,born+30,Fire & Blood
Maron_Martell's_son,224.0,born+30,Mid-Targaryen
Maron_Volmark,313.0,born+30,Unknown
Marq_Ambrose,130.0,died,Fire & Blood
Marq_Farman,50.0,died,Fire & Blood
Marq_Grafton,282.0,died,Late Targaryen
Marq_Piper,,unknown,Unknown
Marq_Merryweather,,unknown,Unknown
Marq_Mudd,,unknown,Unknown
Marq_Rankenfell,,unknown,Unknown
Marqelo_Tagaros,,unknown,Unknown
Marra_Rogare,135.0,died,Fire & Blood
Marrigo,,unknown,Unknown
Marro,,unknown,Unknown
Marselen,,unknown,Unknown
Marsella_Waynwood,299.0,died,ASOIAF main
Marston_Waters,135.0,died,Fire & Blood
Prince_of_Dorne_(father_of_Maron),174.0,died,Fire & Blood
Princess_of_Dorne_(mother_of_Doran),279.0,died,Late Targaryen
Martyn_Cassel,283.0,died,Robert's Reign
Martyn_Hightower,48.0,died,Targaryen Conquest
Martyn_Hightower_(son_of_Ormund),156.0,born+30,Fire & Blood
Martyn_Lannister,317.0,born+30,Unknown
Martyn_Mullendore,,unknown,Unknown
Martyn_Rivers,,unknown,Unknown
Martyn_Tyrell,73.0,born+30,Fire & Blood
Marwyn,,unknown,Unknown
Marwyn_Belmore,,unknown,Unknown
Mary_Mertyns,,unknown,Unknown
Marya_Seaworth,283.0,event:Robert's Rebellion,Robert's Reign
Maryam,54.0,died,Fire & Blood
Masha_Heddle,298.0,died,ASOIAF main
Maslyn,299.0,died,ASOIAF main
Master_of_the_White_Hart,,unknown,Unknown
Matarys_Targaryen,209.0,died,Mid-Targaryen
Mathis,,unknown,Unknown
Mathis_Frey,324.0,born+30,Unknown
Mathis_Rowan,283.0,event:Robert's Rebellion,Robert's Reign
Mathis_Rowan's_daughter,,unknown,Unknown
Mathos_II_Arryn,,unknown,Unknown
Mathos_Mallarawan,,unknown,Unknown
Matrice,,unknown,Unknown
Little_Matt,298.0,died,ASOIAF main
Matteno_Orthys,135.0,died,Fire & Blood
Matthar,,unknown,Unknown
Matthar_(archmaester),,unknown,Unknown
Mattheus,,unknown,Unknown
Matthew_Mullendore,,unknown,Unknown
Matthos_Seaworth,299.0,died,ASOIAF main
Matthos_Tyrell,129.0,died,Fire & Blood
Mawney,300.0,died,ASOIAF main
Maynard,,unknown,Unknown
Maynard_Holt,,unknown,Unknown
Maynard_Plumm,196.0,event:Blackfyre Rebellion,Fire & Blood
Mazdhan_zo_Loraq,,unknown,Unknown
Mazor_Alexi,,unknown,Unknown
Mebble,,unknown,Unknown
Medgar_Tully,211.0,died,Mid-Targaryen
Medger_Cerwyn,299.0,died,ASOIAF main
Medrick,,unknown,Unknown
Medrick_Manderly,132.0,died,Fire & Blood
Medwick_Tyrell,,unknown,Unknown
Meera_Reed,313.0,born+30,Unknown
Meg,,unknown,Unknown
Megette,159.0,died,Fire & Blood
Megga_Tyrell,316.0,born+30,Unknown
Meha,,unknown,Unknown
Meizo_Mahr,,unknown,Unknown
Mela,,unknown,Unknown
Melantha_Blackwood,244.0,born+30,Mid-Targaryen
Melaquin,,unknown,Unknown
Melara_Crane,,unknown,Unknown
Melara_Hetherspoon,276.0,died,Late Targaryen
Meldred_Merlyn,,unknown,Unknown
Melesa_Crakehall,,unknown,Unknown
Melessa_Florent,301.0,born+30,ASOIAF main
Meliana,,unknown,Unknown
Melicent,,unknown,Unknown
Melisandre,300.0,book_mention,ASOIAF main
Melissa_Blackwood,191.0,born+30,Fire & Blood
Mellara_Rivers,,unknown,Unknown
Mellario,278.0,born+30,Late Targaryen
Mellei,,unknown,Unknown
Mellos,127.0,died,Fire & Blood
Melly,,unknown,Unknown
Melony_Piper,43.0,died,Targaryen Conquest
Melwyn_Sarsfield,,unknown,Unknown
Melwys_Rivers,,unknown,Unknown
Mengo,,unknown,Unknown
Mengo_Quen,,unknown,Unknown
Meralyn,,unknown,Unknown
Meredyth_Crane,,unknown,Unknown
Meredyth_Darklyn,130.0,event:Dance of the Dragons,Fire & Blood
Meria_Martell,13.0,died,Targaryen Conquest
Merianne_Frey,318.0,born+30,Unknown
Meribald,277.0,born+30,Late Targaryen
Merion,259.0,died,Late Targaryen
Meris,,unknown,Unknown
Merle_I_Gardener,,unknown,Unknown
Merling_Queen,,unknown,Unknown
Merlon_Crakehall,,unknown,Unknown
Mern_II_Gardener,,unknown,Unknown
Mern_III_Gardener,,unknown,Unknown
Mern_VI_Gardener,,unknown,Unknown
Mern_IX_Gardener,-2.0,died,Pre-Conquest
Mero,299.0,died,ASOIAF main
Merrel,,unknown,Unknown
Merrell_the_Bold,130.0,died,Fire & Blood
Merrell_Bullock,51.0,born+30,Fire & Blood
Merrell_Florent,,unknown,Unknown
Merrett_Frey,300.0,died,ASOIAF main
Merriman,299.0,died,ASOIAF main
Merriman's_widow,298.0,died,ASOIAF main
Merrit,,unknown,Unknown
Lady_Merryweather,136.0,died,Fire & Blood
Lord_Merryweather,129.0,died,Fire & Blood
Mervyn_Flowers,135.0,died,Fire & Blood
Meryn_Trant,,unknown,Unknown
Meryn_III_Gardener,,unknown,Unknown
Meryn_Peake,,unknown,Unknown
Methyso,,unknown,Unknown
Mezzara_Merreq,,unknown,Unknown
Michael_Mertyns,,unknown,Unknown
Michael_Miller,,unknown,Unknown
Michael_Crowell,,unknown,Unknown
Michael_Manwoody,,unknown,Unknown
Mikken,299.0,died,ASOIAF main
Miklaz,,unknown,Unknown
Miller's_sons,299.0,died,ASOIAF main
Miller's_wife,,unknown,Unknown
Miller's_wife_from_Acorn_Water,299.0,died,ASOIAF main
Mina_Tyrell,300.0,born+30,ASOIAF main
Minisa_Whent,278.0,died,Late Targaryen
Mirri_Maz_Duur,299.0,died,ASOIAF main
Missandei,318.0,born+30,Unknown
Moelle,,unknown,Unknown
Mohor,298.0,died,ASOIAF main
Mollander,,unknown,Unknown
Mollono_Yos_Dob,300.0,died,ASOIAF main
Mollos,,unknown,Unknown
Monford_Velaryon,299.0,died,ASOIAF main
Monfryd_I_Durrandon,,unknown,Unknown
Monfryd_V_Durrandon,,unknown,Unknown
Monster,329.0,born+30,Unknown
Monterys_Velaryon,323.0,born+30,Unknown
Moon_(septon),48.0,died,Targaryen Conquest
Moon_Boy,,unknown,Unknown
Moonshadow,,unknown,Unknown
Moqorro,,unknown,Unknown
Mord,,unknown,Unknown
Mordane,298.0,died,ASOIAF main
Morden_II_Durrandon,,unknown,Unknown
Moredo_Prestayn,,unknown,Unknown
Moredo_Rogare,,unknown,Unknown
Moreo_Dagareon,135.0,died,Fire & Blood
Moreo_Tumitis,298.0,born+30,ASOIAF main
Morgan,,unknown,Unknown
Morgan_Dunstable,,unknown,Unknown
Morgan_Hightower,43.0,died,Targaryen Conquest
Morgan_Liddle,,unknown,Unknown
Morgan_Martell,,unknown,Unknown
Morgan_Wylde,,unknown,Unknown
Morgarth,,unknown,Unknown
Morghaz_zo_Zherzyn,,unknown,Unknown
Morgil_Hastwyck,183.0,died,Fire & Blood
Morgo,,unknown,Unknown
Morgon_Banefort,,unknown,Unknown
Moriah_Qorgyle,163.0,born+30,Fire & Blood
Moribald_Chester,300.0,died,ASOIAF main
Morion_Martell,83.0,died,Fire & Blood
Lady_Mormont_(wife_of_Alaric_Stark),55.0,died,Fire & Blood
Morna_White_Mask,,unknown,Unknown
Moro,,unknown,Unknown
Moro_(Century_of_Blood),,unknown,Unknown
Morosh_the_Myrman,,unknown,Unknown
Morra,,unknown,Unknown
Morrec,298.0,died,ASOIAF main
Morros_Slynt,,unknown,Unknown
Mors_Manwoody,,unknown,Unknown
Mors_Martell,,unknown,Unknown
Mors_II_Martell,,unknown,Unknown
Mors_Martell_(brother_of_Doran),258.0,died,Late Targaryen
Mors_Umber,274.0,born+30,Late Targaryen
Mortimer_Boggs,,unknown,Unknown
Morton_Caron,,unknown,Unknown
Morton_Waynwood,,unknown,Unknown
Morya_Frey,298.0,born+30,ASOIAF main
Moryn_Tyrell,,unknown,Unknown
Moslander_of_Yore,130.0,event:Dance of the Dragons,Fire & Blood
Mossador,300.0,died,ASOIAF main
Mother_Mole,,unknown,Unknown
Motho,,unknown,Unknown
Mudge_(brotherhood),,unknown,Unknown
Mudge_(miller),300.0,event:War of the Five Kings,ASOIAF main
Mudge_(swineherd),,unknown,Unknown
Mullin,,unknown,Unknown
Mully,,unknown,Unknown
Munciter,,unknown,Unknown
Munda,,unknown,Unknown
Munkun,130.0,event:Dance of the Dragons,Fire & Blood
Murch,,unknown,Unknown
Murch_(Winterfell),,unknown,Unknown
Murenmure,,unknown,Unknown
Murmison,41.0,died,Targaryen Conquest
Mushroom,157.0,died,Fire & Blood
Mya_Rivers,202.0,born+30,Mid-Targaryen
Mya_Stone,309.0,born+30,ASOIAF main
Mya_Stone's_mother,,unknown,Unknown
Mycah,298.0,died,ASOIAF main
Mychel_Redfort,,unknown,Unknown
Mylenda_Caron,290.0,born+30,Robert's Reign
Myles,,unknown,Unknown
Myles_(squire),299.0,died,ASOIAF main
Myles_Greenfield,,unknown,Unknown
Myles_Hightower,130.0,event:Dance of the Dragons,Fire & Blood
Myles_Manwoody,,unknown,Unknown
Myles_Mooton,283.0,died,Robert's Reign
Myles_Smallwood,45.0,event:Faith Militant,Targaryen Conquest
Myles_Toyne,296.0,died,Robert's Reign
Myranda_Lefford,290.0,born+30,Robert's Reign
Myranda_Royce,309.0,born+30,ASOIAF main
Lord_Myre,,unknown,Unknown
Myrcella_Baratheon,320.0,born+30,Unknown
Myria_Jordayne,,unknown,Unknown
Myriah_Martell,184.0,died,Fire & Blood
Myriah_Stark,195.0,born+30,Fire & Blood
Myriame_Manderly,152.0,died,Fire & Blood
Myrielle_Lannister,304.0,born+30,ASOIAF main
Myrielle_Peake,149.0,born+30,Fire & Blood
Myrio_Myrakis,,unknown,Unknown
Myrio_Myrakis's_cousin,,unknown,Unknown
Myrmadora_Haen,135.0,died,Fire & Blood
Myrmello,,unknown,Unknown
Myros,42.0,died,Targaryen Conquest
Myrtle,300.0,died,ASOIAF main
Mysaria,130.0,died,Fire & Blood
Naerys_Targaryen,184.0,died,Fire & Blood
Nage,,unknown,Unknown
Naggle,,unknown,Unknown
Nail,,unknown,Unknown
Nan,241.0,born+30,Mid-Targaryen
Narbert,,unknown,Unknown
Narbert_Grandison,,unknown,Unknown
Narbo,,unknown,Unknown
Narha_Otherys,201.0,born+30,Mid-Targaryen
Nate,,unknown,Unknown
Naylin,,unknown,Unknown
Ned_(ferryman),,unknown,Unknown
Ned_Bean,,unknown,Unknown
Ned_Woods,,unknown,Unknown
Nella,,unknown,Unknown
Nestor_Royce,,unknown,Unknown
Nettles,143.0,born+30,Fire & Blood
Nettles_(free_folk),,unknown,Unknown
Nevio_Narratys,,unknown,Unknown
Nicol,,unknown,Unknown
Night's_King,,unknown,Unknown
Nightingale_(courtesan),,unknown,Unknown
Nine_Eyes,,unknown,Unknown
Nissa_Nissa,,unknown,Unknown
Noho_Dimittis,,unknown,Unknown
Nolla,300.0,event:War of the Five Kings,ASOIAF main
Norbert_Vance,,unknown,Unknown
Norjen,,unknown,Unknown
Norman_Hightower,56.0,died,Fire & Blood
Normund_Tyrell,,unknown,Unknown
Norne_Goodbrother,,unknown,Unknown
Norren,,unknown,Unknown
Norren_(House_Mooton),138.0,born+30,Fire & Blood
Norwin_Lannister,,unknown,Unknown
Notch,283.0,event:Robert's Rebellion,Robert's Reign
Nurse,300.0,died,ASOIAF main
Nute,,unknown,Unknown
Nyessos_Vhassar,,unknown,Unknown
Nyles_Rowan,,unknown,Unknown
Nymella_Toland,,unknown,Unknown
Nymeria,,unknown,Unknown
Nymeria_(direwolf),328.0,born+30,Unknown
Nymeria_Sand,304.0,born+30,ASOIAF main
Nymor_Martell,23.0,died,Targaryen Conquest
Nymos,,unknown,Unknown
Nysseos_Qoheros,,unknown,Unknown
Nysterica,,unknown,Unknown
Obara_Sand,301.0,born+30,ASOIAF main
Obara_Sand's_mother,,unknown,Unknown
Obella_Sand,317.0,born+30,Unknown
Oberyn_Martell,300.0,died,ASOIAF main
Ocley,,unknown,Unknown
Ogo,298.0,died,ASOIAF main
Old_Grey_Gull,,unknown,Unknown
Old_Mother,,unknown,Unknown
Old_Pate,298.0,died,ASOIAF main
Old_Tattersalt,300.0,died,ASOIAF main
Olene_Tyrell,,unknown,Unknown
Olenna_Redwyne,258.0,born+30,Late Targaryen
Ollidar,5.0,died,Targaryen Conquest
Ollidor,,unknown,Unknown
Ollo_Lophand,300.0,died,ASOIAF main
Olymer_Tyrell,,unknown,Unknown
Olyvar_Frey,311.0,born+30,Unknown
Olyvar_Martell,257.0,died,Late Targaryen
Olyvar_Oakheart,161.0,died,Fire & Blood
Olyvar_Yronwood,,unknown,Unknown
Olyver_Bracken,50.0,died,Fire & Blood
Omer_Blackberry,,unknown,Unknown
Omer_Florent,,unknown,Unknown
Ondrew_Locke,,unknown,Unknown
One-eyed_crone,,unknown,Unknown
Onqo,,unknown,Unknown
Onyx_Emperor,,unknown,Unknown
Opal_Emperor,,unknown,Unknown
Oppo,300.0,died,ASOIAF main
Orbelo,,unknown,Unknown
Orbert_Caswell,,unknown,Unknown
Ordello,299.0,died,ASOIAF main
Orell,299.0,died,ASOIAF main
Orivel,,unknown,Unknown
Orland_of_Oldtown,,unknown,Unknown
Orlos,,unknown,Unknown
