ID,born_raw,died_raw
Lynesse_Hightower,roughly 271 AC or 272 AC [1] Oldtown [2],
Lynora_Hill,243 AC or 244 AC [1] Casterly Rock,
Lyonce,,12 AC King's Landing
Lyonel_(knight),,
Lyonel_Baratheon,174 – 194 AC [4] Storm's End [5],239 – 245 AC [4]
Lyonel_Bentley,,130 AC between Stokeworth and Duskendale [1]
Lyonel_Corbray,260 AC (roughly) [1] Heart's Home [2],
Lyonel_Deddings,,130 AC [1] Tumbleton [1]
Lyonel_Frey,258 – 283 AC [1],
Lyonel_Hightower,114 AC or 115 AC [1],143 AC or after [1]
Lyonel_Lorch,,
Lyonel_Selmy,In or before 225 AC [2],In or after 260 AC [2]
Lyonel_Strong,In or before 78 AC [1],120 AC Harrenhal [2]
Lyonel_Tyrell_(lord),around 129 AC,159 AC or 160 AC Sandstone
Lyonel_Tyrell_(son_of_Leo),,
Lyra,36 AC [1],In or after 80 AC
Lyra_Hayford,103 – 130 AC [1],
Lyra_Mormont,274 – 288 AC [1],
Lysa_Arryn,"266 – 268 AC [1] Riverrun , the riverlands [2]","300 AC the Eyrie , the Vale of Arryn"
Lysa_Farman,,
Lysa_Locke,In or before 84 AC [1],
Lysa_Meadows,,
Lysandro_Rogare,,135 AC [1] Lys [1]
Lysara_Karstark,,or after 198 AC [1]
Lysara_Rogare,In or before 114 AC [1],In or after 135 AC [1]
Lysaro_Rogare,,"135 AC [1] Temple of Trade , Lys [1]"
Lysono_Maar,Lys,
Lythene_Frey,249 – 259 AC [1],
Mace_Tyrell,256 – 263 AC [9] Highgarden [10],
Mad_Axe,,
Mad_Huntsman,Westeros [3],
Maddy,,
Maege_Mormont,239 – 259 AC [1] Bear Island [2],
Maegelle_Frey,~ 250 – 268 AC [1],
Maegelle_Targaryen,62 AC [1],96 AC Oldtown
Maegon_Targaryen,102 – 68 BC [2] Dragonstone,
Maegor_I_Targaryen,12 AC [1] Dragonstone [3],48 AC [4] King's Landing
Maegor_Targaryen_(son_of_Aerion),232 AC [1],
Maegor_Towers,44 AC,61 AC [1] Harrenhal [1]
Maekar_I_Targaryen,174 – 179 AC [5] King's Landing [6],233 AC [7] Starpike [8]
Maelor_Targaryen,127 AC King's Landing [1],130 AC Bitterbridge [2]
Maelys_Blackfyre,,260 AC Stepstones
Maerie_(goodwife),,Riverlands
Maerie_the_Whore,,299 AC Riverlands
Maezon_zo_Rhaezn,Yunkai,
Mag_Mar_Tun_Doh_Weg,Beyond the Wall,300 AC Castle Black
Maggy_the_Frog,,or after 276 AC
Mago,,
Maia_Stokeworth,,
Maisie,,
Maladon_Moore,,48 AC King's Landing [1]
Malaquo_Maegyr,,
Malazza,283 AC or 284 AC [1] Yunkai,
Malcolm,,
Maldon_IV_Durrandon,,
Maldon_Massey,,
Malegorn_of_Redpool,,
Malentine_Velaryon,,132 AC Castle Driftmark [1]
Mallador_Locke,,299 AC beyond the Wall
Malleon,,
Malliard,,
Mallor,,
Mallor_the_Dornishman,Dorne,
Mallow,,
Malo_Jayn,,
Malora_Hightower,Oldtown [1],
Malthar_Xaq,,
Malwyn_Frey,284 AC [1],
Mancaster,,
Mance_Rayder,beyond the Wall,
Mandon_Moore,Vale of Arryn [1],299 AC the Blackwater Rush [2]
Manfred_Dondarrion,,
Manfred_Hightower_(Aegon's_Conquest),In or before 34 BC [1],10 AC or 11 AC [2]
Manfred_Hightower_(son_of_Addam),In or before 10 BC [1],41 AC [2]
Manfred_Lothston,Riverlands [1],
Manfred_Swann,,
Manfrey_Martell,,
Manfryd_Lothston,,
Manfryd_Merlyn,,
Manfryd_Mooton,,134 AC King's Landing
Manfryd_Redwyne,In or before 27 AC [2],89 AC [3]
Manfryd_Yew,,
Manly_Stokeworth,,283 – 298 AC
Mara_Manderly,,
Mara_Martell,,83 – 101 AC
Marei,In or before 280 AC [1],
Margaery_Tyrell,283 AC (age 16) [4] Highgarden [5],
Margaret_Karstark,or before 112 AC [1],
Margate,,
Marghaz_zo_Loraq,Meereen,
Margot_Lannister,,
Marianne_Vance,~ 262 – 290 AC [1],
Maric_Seaworth,,299 AC Blackwater Rush
Marilda_of_Hull,97 AC [2] Hull [1],
Marillion,279 AC or 280 AC [1] Westeros [2],300 AC the Eyrie [3]
Maris_(Mother),,
Maris_the_Maid,,
Maris_Baratheon,112 – 117 AC [1],
Black_Maris,,
Marissa_Frey,286 AC [1],
Mariya_Darry,,
Mark_Mullendore,Uplands [1],
Mark_Ryswell,,"283 AC the tower of joy , Dorne"
Marla_Prester,212 – 215 AC (roughly) [1],
Marla_Sunderland,,
Marlon_Manderly,White Harbor [1],
Marna_Locke,~ 178 – 238 AC [1],230 AC or after [1]
Maron_Botley,,299 AC (possibly) Winterfell
Maron_Greyjoy,or between 268 AC and 275 AC [1],289 AC Pyke
Maron_Martell,147 – 158 AC [1],
Maron_Martell's_son,187 – 194 AC [1],
Maron_Volmark,283 AC or 284 AC [3],
Marq_Ambrose,,130 AC Tumbleton [1]
Marq_Farman,4 AC [2],50 AC (aged 46) Fair Isle [1]
Marq_Grafton,,282 AC [1] Gulltown [1]
Marq_Piper,Pinkmaiden Castle [1],
Marq_Merryweather,,
Marq_Mudd,,
Marq_Rankenfell,,
Marqelo_Tagaros,,Volantis
Marra_Rogare,In or before 114 AC [1],In or after 135 AC [1]
Marrigo,,
Marro,,
Marselen,Naath [1],
Marsella_Waynwood,238 – 256 AC [1],250 – 299 AC [1]
Marston_Waters,,135 AC King's Landing [1]
Prince_of_Dorne_(father_of_Maron),In or before 146 AC [1],161 – 174 AC [1]
Princess_of_Dorne_(mother_of_Doran),~ 205 – 236 AC [1],279 AC or 280 AC [1]
Martyn_Cassel,In or before 258 AC [1],"283 AC the tower of joy , Dorne"
Martyn_Hightower,In or before 27 AC [1],41 – 48 AC [1]
Martyn_Hightower_(son_of_Ormund),115 – 126 AC [1],
Martyn_Lannister,285 – 287 AC [1] Westerlands [2],
Martyn_Mullendore,,
Martyn_Rivers,,
Martyn_Tyrell,In or before 43 AC [1],
Marwyn,Westeros [1],
Marwyn_Belmore,,
Mary_Mertyns,,
Marya_Seaworth,,
Maryam,,54 AC Dragonstone
Masha_Heddle,,298 AC Crossroads inn
Maslyn,,299 AC Fist of the First Men
Master_of_the_White_Hart,,
Matarys_Targaryen,183 – 209 AC [2] Westeros [3],209 AC King's Landing [4]
Mathis,,
Mathis_Frey,294 AC [1],
Mathis_Rowan,Goldengrove [1],
Mathis_Rowan's_daughter,,
Mathos_II_Arryn,,
Mathos_Mallarawan,,
Matrice,,
Little_Matt,,298 AC or 299 AC Riverlands
Matteno_Orthys,,135 AC Lys [1]
Matthar,Westeros [3],
Matthar_(archmaester),,
Mattheus,,
Matthew_Mullendore,,
Matthos_Seaworth,,299 AC Blackwater Rush
Matthos_Tyrell,,101 – 129 AC [1]
Mawney,,300 AC beyond the Wall
Maynard,,
Maynard_Holt,,
Maynard_Plumm,Westerlands [1],
Mazdhan_zo_Loraq,Meereen,
Mazor_Alexi,,Century of Blood the Field of Crows
Mebble,,
Medgar_Tully,,209 – 211 AC [3]
Medger_Cerwyn,In or before 255 AC [2] Cerwyn [3],299 AC Harrenhal [4]
Medrick,,
Medrick_Manderly,,132 AC [1] White Harbor [1]
Medwick_Tyrell,,
Meera_Reed,283 AC [1] Greywater Watch [2],
Meg,,
Megette,~ 106 – 143 AC [2],159 AC [1] Fairmarket [1]
Megga_Tyrell,286 AC (roughly) [1],
Meha,,
Meizo_Mahr,,
Mela,,
Melantha_Blackwood,In or before 214 AC [1],
Melaquin,,
Melara_Crane,,
Melara_Hetherspoon,264 AC or 265 AC [1] Westerlands [2],276 AC [1] Lannisport or Casterly Rock
Meldred_Merlyn,,
Melesa_Crakehall,,
Melessa_Florent,~ 235 – 271 AC [2],
Meliana,,
Melicent,,
Melisandre,,
Melissa_Blackwood,156 – 161 AC [3],
Mellara_Rivers,,
Mellario,or between 248 AC and 264 AC [4] Norvos [3],
Mellei,,
Mellos,,127 AC King's Landing [1]
Melly,,
Melony_Piper,,43 AC the Gods Eye
Melwyn_Sarsfield,,
Melwys_Rivers,,
Mengo,,
Mengo_Quen,,
Meralyn,,
Meredyth_Crane,Red Lake [5],
Meredyth_Darklyn,,
Meria_Martell,82 BC or 81 BC [3],13 AC [4]
Merianne_Frey,288 AC [3],
Meribald,247 AC or 248 AC [1] the riverlands,
Merion,192 AC or 193 AC [1],259 AC [1] The roseroad
Meris,Westeros [1],
Merle_I_Gardener,,
Merling_Queen,,
Merlon_Crakehall,,
Mern_II_Gardener,,
Mern_III_Gardener,,
Mern_VI_Gardener,,
Mern_IX_Gardener,,2 BC [1] the Field of Fire [1]
Mero,Braavos [3],299 AC Meereen
Merrel,,
Merrell_the_Bold,,130 AC Tumbleton
Merrell_Bullock,or before 21 AC [2],
Merrell_Florent,,
Merrett_Frey,262 AC [2] the Twins [3],300 AC (aged 37) near Oldstones [1]
Merriman,,299 AC or before
Merriman's_widow,,298 AC or 299 AC
Merrit,,
Lady_Merryweather,,130 – 136 AC
Lord_Merryweather,,"129 AC the Red Keep , King's Landing [1]"
Mervyn_Flowers,the Reach,135 AC [1] King's Landing [1]
Meryn_Trant,"Stormlands , Westeros [1]",
Meryn_III_Gardener,,
Meryn_Peake,,
Methyso,,
Mezzara_Merreq,Meereen,
Michael_Mertyns,,
Michael_Miller,,
Michael_Crowell,,
Michael_Manwoody,,
Mikken,,"299 AC Winterfell , the North"
Miklaz,Meereen,
Miller's_sons,North,299 AC Mill by the Acorn Water
Miller's_wife,North,
Miller's_wife_from_Acorn_Water,North,299 AC Mill by the Acorn Water
Mina_Tyrell,246 – 270 AC [2],
Minisa_Whent,250 AC or before [1] Harrenhal [2],271 – 278 AC [1] Riverrun [2]
Mirri_Maz_Duur,257 – 259 AC [1] Lhazar [2],299 AC [1] the Dothraki Sea [2]
Missandei,288 AC or 289 AC (age 11) [1] Naath [2],
Moelle,,
Mohor,,298 AC the Mountains of the Moon
Mollander,Westeros [2],
Mollono_Yos_Dob,,300 AC Meereen
Mollos,,
Monford_Velaryon,In or before 281 AC [1] Driftmark [2],299 AC Blackwater Rush [3]
Monfryd_I_Durrandon,,
Monfryd_V_Durrandon,,
Monster,299 AC [5] Craster's Keep [5],
Monterys_Velaryon,293 AC [1],
Moon_(septon),,48 AC [1] outside Oldtown [1]
Moon_Boy,Westeros [1],
Moonshadow,,
Moqorro,Essos [2],
Mord,Vale of Arryn [1],
Mordane,Westeros [1],"298 AC Red Keep , King's Landing"
Morden_II_Durrandon,,
Moredo_Prestayn,,
Moredo_Rogare,,
Moreo_Dagareon,,135 AC Lys
Moreo_Tumitis,In or before 268 AC [1],
Morgan,,
Morgan_Dunstable,Tumbler's Falls [1],
Morgan_Hightower,In or before 28 AC [1],43 AC or 44 AC [2] on the road to Honeyholt [2]
Morgan_Liddle,North [2],
Morgan_Martell,,
Morgan_Wylde,,
Morgarth,Westeros [1],
Morghaz_zo_Zherzyn,Yunkai,
Morgil_Hastwyck,,172 – 183 AC
Morgo,,
Morgon_Banefort,,
Moriah_Qorgyle,103 – 133 AC [1],
Moribald_Chester,,300 AC Greenshield
Morion_Martell,,83 AC Cape Wrath [1]
Lady_Mormont_(wife_of_Alaric_Stark),,55 AC [1]
Morna_White_Mask,Beyond the Wall [1],
Moro,,
Moro_(Century_of_Blood),,
Morosh_the_Myrman,,
Morra,,
Morrec,,298 AC Mountains of the Moon
Morros_Slynt,King's Landing [1],
Mors_Manwoody,,
Mors_Martell,,the Boneway
Mors_II_Martell,,
Mors_Martell_(brother_of_Doran),248 – 257 AC [1],248 – 258 AC [1]
Mors_Umber,In or before 244 AC [1] Last Hearth [2],
Mortimer_Boggs,Crackclaw Point [1],
Morton_Caron,,
Morton_Waynwood,,
Morya_Frey,268 AC or 269 AC [2],
Moryn_Tyrell,,
Moslander_of_Yore,,
Mossador,,300 AC Meereen
Mother_Mole,,
Motho,,
Mudge_(brotherhood),,
Mudge_(miller),,Donnelwood
Mudge_(swineherd),,
Mullin,,
Mully,Westeros [1],
Munciter,,
Munda,,
Munkun,,
Murch,,
Murch_(Winterfell),,
Murenmure,,
Murmison,,41 AC [1] King's Landing [1]
Mushroom,In or before 103 AC [1],In or after 157 AC [1]
Mya_Rivers,172 AC or 173 AC [1],
Mya_Stone,279 AC or 280 AC [1] the Vale of Arryn [2],
Mya_Stone's_mother,,
Mycah,285 AC [1],"298 AC (aged 13) the riverlands , near the ruby ford"
Mychel_Redfort,Redfort [1],
Mylenda_Caron,260 AC [1],
Myles,,
Myles_(squire),,299 AC Riverrun
Myles_Greenfield,,
Myles_Hightower,,
Myles_Manwoody,,
Myles_Mooton,,283 AC Stoney Sept
Myles_Smallwood,,
Myles_Toyne,,296 AC [2] Essos
Myranda_Lefford,or before ~ 260 AC [1],
Myranda_Royce,279 AC (roughly) [3] Vale of Arryn [1],
Lord_Myre,,
Myrcella_Baratheon,"290 AC (age 10) [1] Red Keep , King's Landing [2]",
Myria_Jordayne,,
Myriah_Martell,146 – 154 AC [3] Dorne [4],184 AC or after [3]
Myriah_Stark,136 – 165 AC [1],
Myriame_Manderly,or before 212 AC [1],or after 152 AC [1]
Myrielle_Lannister,or after ~ 274 AC [1],
Myrielle_Peake,119 AC [2],
Myrio_Myrakis,,
Myrio_Myrakis's_cousin,Pentos,
Myrmadora_Haen,103 – 133 AC [1],135 AC Lys
Myrmello,,
Myros,,42 AC King's Landing
Myrtle,,300 AC Winterfell
Mysaria,Lys [2],130 AC King's Landing [3]
Naerys_Targaryen,138 AC [1] King's Landing [2],179 – 184 AC [3] King's Landing [2]
Nage,North [1],
Naggle,,
Nail,,
Nan,185 – 211 AC [1],
Narbert,,
Narbert_Grandison,,
Narbo,,
Narha_Otherys,162 – 171 AC [1],
Nate,,
Naylin,,
Ned_(ferryman),,
Ned_Bean,,
Ned_Woods,,
Nella,,
Nestor_Royce,Vale of Arryn [1],
Nettles,113 AC Driftmark,
Nettles_(free_folk),,
Nevio_Narratys,,
Nicol,,
Night's_King,the Age of Heroes,
Nightingale_(courtesan),,
Nine_Eyes,,
Nissa_Nissa,,
Noho_Dimittis,Braavos [1],
Nolla,,Riverlands
Norbert_Vance,,
Norjen,,
Norman_Hightower,In or before 41 AC [2],56 AC [3] Sunset Sea [3]
Normund_Tyrell,,
Norne_Goodbrother,,
Norren,,
Norren_(House_Mooton),108 AC [1],
Norwin_Lannister,,
Notch,,
Nurse,Slaver's Bay [1],300 AC outside Meereen
Nute,Iron Islands [2],
Nyessos_Vhassar,,
Nyles_Rowan,,
Nymella_Toland,,
Nymeria,,
Nymeria_(direwolf),"In 298 AC [3] , the north [3]",
Nymeria_Sand,274 AC or 275 AC (age 25) [2] Volantis [3],
Nymor_Martell,47 BC [1],13 – 23 AC [1]
Nymos,,
Nysseos_Qoheros,,Volantis
Nysterica,,
Obara_Sand,271 AC or 272 AC (age 28) [1] Oldtown [2],
Obara_Sand's_mother,,
Obella_Sand,287 AC or 288 AC (age 12) [1],
Oberyn_Martell,257 AC or 258 AC [7] Sunspear [8],300 AC King's Landing
Ocley,,
Ogo,,298 AC the Dothraki sea
Old_Grey_Gull,,
Old_Mother,,
Old_Pate,,298 AC or 299 AC Riverlands
Old_Tattersalt,,Hardhome [1] 300 AC [1]
Olene_Tyrell,,
Olenna_Redwyne,228 AC [5] the Arbor [2],
Ollidar,,5 AC or 6 AC King's Landing
Ollidor,,
Ollo_Lophand,Tyrosh [1],300 AC the haunted forest
Olymer_Tyrell,,
Olyvar_Frey,281 AC [1],
Olyvar_Martell,248 – 256 AC [1],248 – 257 AC [1]
Olyvar_Oakheart,,157 – 161 AC Dorne
Olyvar_Yronwood,,
Olyver_Bracken,,50 AC Rimegate
Omer_Blackberry,,
Omer_Florent,,
Ondrew_Locke,,
One-eyed_crone,,
Onqo,,
Onyx_Emperor,,
Opal_Emperor,,
Oppo,,300 AC Volantis [1]
Orbelo,,
Orbert_Caswell,,Castle Black
Ordello,,299 AC Pentos
Orell,,299 AC Skirling Pass
Orivel,,
Orland_of_Oldtown,Oldtown,
Orlos,,
Ormond_(knight),,299 AC Pennytree
Ormond_Osgrey,Reach [1],
Ormond_Westerling,,
Ormond_Yronwood,,281 – 299 AC [1]
Ormund_Baratheon,In or before 234 AC [1],260 AC Stepstones [2]
Ormund_III_Durrandon,,
Ormund_Hightower,In or before 103 AC [1],130 AC [2] Tumbleton [2]
Ormund_Wylde,,
Oro_Tendyris,,
Orryn_Baratheon,26 AC [2],In or after 51 AC [2] the Disputed Lands [3]
Orson_Stone,Westeros,
Orton_Merryweather,Longtable [1],
Orwyle,,133 AC King's Landing [1]
Orys_Baratheon,In or before 20 BC [4],37 AC [5] between Stonehelm and Storm's End [5]
Osbert_Serry,,
Oscar_Tully,113 – 116 AC [3],or after 131 AC [3]
Osfryd_Kettleblack,Westeros [1],
Osgood_Arryn,,
Osgood_III_Shett,,
Osha,Beyond the Wall [1],
Osmund_Frey,297 AC [1],
Osmund_Kettleblack,Westeros [1],
Osmund_Strong,,34 AC [2]
Osmund_Tyrell,,
Osmynd,,Long before 299 AC [1]
Osney_Kettleblack,Westeros [2],
Osric_V_Arryn,,
Osric_Stark,,unknown (aged 70)
Osric_Umber,or before 215 AC [2],165 – 226 AC [2]
Orphan_Oss,,300 AC the haunted forest
Ossifer_Lipps,,
Ossifer_Plumm,,176 AC [1]
Ossy,,
Oswald_Wode,,
Oswell_I_Arryn,,
Oswell_Kettleblack,Westeros [3],
Oswell_Whent,Harrenhal [1],"283 AC the tower of joy , Dorne"
Oswin_Arryn,,
Oswyck,,54 AC Dragonstone [1]
Oswyn,,
Othell_Yarwyck,Westerlands [1],
Othgar_Hoare_(Demonlover),,
Othgar_Hoare_(the_Soulless),,
Otho_Bracken,Stone Hedge [3],
Otho_II_Hightower,,
Othor,,298 AC the haunted forest
Otter_Gimpknee,,
Otto_Hightower,In or before 76 AC [2],130 AC King's Landing [3]
Ottomore,,
Ottyn_Wythers,230 AC (roughly) [1] Reach [2],299 AC the Fist of the First Men
Owain_Bourney,,130 AC Tumbleton
Owen_the_Oaf,,
Owen_(brother_of_Meribald),,260 AC Stepstones
Owen_(knight),,
Owen_Bush,,48 AC King's Landing
Owen_Costayne,,130 AC Honeywine
Owen_Fossoway,,130 AC [1] Tumbleton [1]
Owen_Inchfield,,
Owen_Merryweather,,282 – 299 AC
Owen_Norrey,,299 AC [1] the Twins [1]
Oznak_zo_Pahl,Meereen,299 AC Meereen
Paezhar_zo_Myraq,Yunkai,
Palla,,
Parmen_Crane,Red Lake [1],
Parquello_Vaelaros,,
Lord_Parren,,
Pascal_Dabell,,
Patchface,262 – 275 AC [2] Essos [3],
Pate_(novice),281 AC or 282 AC [1] westerlands,300 AC Oldtown
Pate_(orphan),,
Pate_(ranger),,
Pate_(whipping_boy),291 AC or 292 AC [1],
Pate_the_Plowman,,
Pate_the_Woodcock,13 BC – 33 AC [1],
Pate_(Standfast),161 – 181 AC [1],
Pate_of_the_Blue_Fork,,299 AC [1] the riverlands
Pate_of_Fairmarket,,
Pate_of_Lancewood,,Riverlands
Pate_of_Longleaf,,130 AC [1] Tumbleton [1]
Pate_of_Mory,,Riverlands
Pate_of_Shermer's_Grove,,Riverlands
Pater,54 BC,44 AC Oldtown
Patrek_Mallister,Seagard [1],
Patrek_of_King's_Mountain,Westeros [1],300 AC Castle Black
Patrek_Vance,~ 264 – 294 AC [1],
Paxter_Redwyne,In or before 269 AC [2] the Arbor [3],
Patrice_Hightower,,
Patricia_Redwyne,103 – 133 AC [1],
Lord_Peake_(father_of_Unwin),,101 – 129 AC
Pearl_Emperor,,
Pearse_Caron,Stormlands [2],
Penny,"281 AC , 282 AC or 283 AC [2]",
Perceon_III_Gardener,,
Peremore_Hightower,,
Pereno_Pendaerys,,135 AC Lys
Perestan,,
Perfumed_Hero,Yunkai,
Perianne_Moore,67 AC [2],
Perkin_Follard,,
Perkin_the_Flea,,
Perra_Frey,294 AC [1],
Perra_Royce,~ 187 – 222 AC [1],239 – 249 AC [1]
Perriane_Frey,239 – 249 AC [1],
Perros_Blackmont,,
Lord_Perryn,,
Perwyn_Frey,269 – 278 AC [1] Twins [2],
Perwyn_Osgrey,,
Peter_Plumm,,
Petyr_Baelish,"268 AC [3] the Fingers , the Vale of Arryn",
Petyr_Frey,280 AC [2] Twins [3],300 AC Oldstones [3]
Petyr_Mallister,,
Petyr_Piper,,130 AC Acorn Hall
Petyr_Plumm,,
Phario_Forel,,
Philip_Foote,Westerlands [1],
Philip_Plumm,,
Pia,265 – 278 AC [2] Harrenhal [3],
Pilman,,
Pimply_squire,,300 AC the inn at the crossroads
Pinchbottom_Pate,,209 AC Little Dosk
Lady_Piper_(wife_of_Quellon_Greyjoy),,283 AC or 284 AC Pyke [1]
Pisswater_prince,c. 282 AC King's Landing,283 AC King's Landing
Plague_face,,
Plummer,,
Podrick_Payne,286 AC or 287 AC [3] Westerlands [4],
Poetess,,
Pol,,
Pol_Qo,,
Pollitor,,
Polliver,Westerlands [2],300 AC the inn at the crossroads
Pono,,
Porridge,Westeros [1],
Porther,,"298 AC Red Keep , King's Landing"
Portifer_Woodwright,,
Poul_Pemford,,299 AC Riverrun
Poxy_Tym,,299 AC Winterfell
Praed,,299 AC the Crownlands
Prendahl_na_Ghezn,,299 AC Yunkai
Prendos,,
Prentys_Tully,,59 AC Riverrun [1]
Preston_Greenfield,Westerlands [1],299 AC King's Landing [2]
Priscella_Hogg,,
Prudence_Celtigar,34 AC or 35 AC [1],
Prunella_Celtigar,34 AC or 35 AC [1],
Puckens,,
Pudding,King's Landing [1],
Puddingfoot,,
Pyat_Pree,Qarth [1],
Pycelle,216 AC [1],"300 AC (aged 84) [2] Red Keep , King's Landing"
Pycelle's_serving_girl,,
Pyg,,300 AC Whispers
Pykewood_Peake,,
Pylos,273 AC or 274 AC [1] Westeros [2],
Pynto,,
Pypar,Westeros [2],
Pytho_Malanon,,
Qalen,,289 – 299 AC [1]
Qano,,
Qarl_the_Maid,Iron Islands [1],
Qarl_the_Thrall,,
Qarl_Corbray,,59 AC King's Landing [1]
Qarl_Correy,,120 AC the narrow sea (possibly)
Qarl_Kenning,,
Qarl_Quickaxe,,
Qarl_Shepherd,,
Qarlon,,near Norvos
Qarlton_Chelsted,,283 AC King's Landing
Qarlton_II_Durrandon,,
Qarlton_III_Durrandon,,
Qarro_Volentin,,
Qavo_Nogarys,,
Qezza_Galare,Meereen,
Qhored_I_Hoare,,an unknown date (aged 90) [1]
Qhorin_Halfhand,Westeros [3],299 AC Skirling Pass
Qhorin_Volmark,,2 AC Great Wyk
Qhorwyn_Hoare,,
Qoren_Martell,In or before 103 AC [2],129 – 132 AC [2]
Lord_Commander_Qorgyle,,288 AC [1] Castle Black
Qos,,
Qotho,,~ 298 – 299 AC Dothraki sea
Quaithe,Asshai [1],
Quaro,,~ 298 – 299 AC Dothraki sea
Queen_o'_whores,,
Queen_Whore,,300 AC Astapor [1]
Quellon_Botley,,
Quellon_Greyjoy,,283 AC the mouth of the Mander
Quellon_Humble,,
Quence,,
Quenn,,
Quent,,
Quenten_Banefort,,
Quentin_Tyrell,,282 AC [2] Ashford [2]
Quenton_Corbray,,
Quenton_Greyjoy,254 – 261 AC [1],
Quenton_Greyjoy_(cousin),,300 AC the wolfswood
Quenton_Hightower,,216 – 232 AC [1] Oldtown [2]
Quenton_Qoherys,,9 AC [2]
Quentyn_Ball,Reach [1],196 AC [2] near Redgrass Field [2]
Quentyn_Blackwood,Riverlands [1],206 AC [2] King's Landing
Quentyn_Martell,"281 AC [7] Sunspear , Dorne [8]",300 AC (aged 18) Meereen [6]
Quentyn_Qorgyle,,
Quhuru_Mo,Summer Isles [1],
Quickfinger,,
Quill,,
Quillion,,
Quince,,
Quincy_Cox,,
Quort,285 – 287 AC [1],late 299 AC Castle Black
Qyburn,or after 217 AC [3] Westeros [4],
Qyle,,299 AC Gods Eye
Qyle_Corbray,,
Qyle_Martell,116 – 132 AC [1],
Racallio_Ryndoon,,
Rafe,King's Landing [1],
Rafford,Westerlands [3],300 AC [4] Braavos [4]
Ragnor_Pyke,,
Ragwyle,,
Rainbow_Knight,,
Rakharo,Dothraki Sea [1],
Ralf_(Limper),,
Ralf_(Lordsport),Lordsport,
Ralf_(Shepherd),,
Ragged_Ralf,Age of Heroes Old Wyk,
Ralf_Kenning,Iron Islands [3],300 AC Moat Cailin
Ralf_Stonehouse,,
Ralph_Buckler,,
Ramsay_Snow,In or before 282 AC [4] North [5],
Randa,,298 AC or 299 AC Riverlands [1]
Randor_the_Exile,,
Randyll_Tarly,Horn Hill [1],
Rast,281 AC [1] Fingers [2],299 AC Castle Black
Rat_Cook,,
"The_Rat,_the_Hawk,_and_the_Pig",,
Rattleshirt,beyond the Wall [6],300 AC [7] Castle Black [7]
Ravella_Swann,,
Ravos_Hoare,,Bear Island
Rawney,,
Raya_Stark,135 – 164 AC [1],
Rayford_Rosby,,42 AC King's Landing [1]
Raylon_Rivers,,
Raymar_Royce,,
Raymond_Nayland,,
Raymond_Rychard,,
Raymont_Baratheon,or between 1 BC and 25 AC [3],41 – 48 AC [3]
Raymun_Redbeard,,226 AC Long Lake
Raymun_Darry,,298 AC the Mummer's Ford
Raymun_Fossoway,Cider Hall [2],
Raymund_Connington,,
Raymund_Frey,264 AC or 265 AC [1],
Raymund_Mallery,,50 AC or 51 AC [2] beyond the Wall [2]
Raymund_Tyrell,,
Raynald_Westerling,In or before 282 AC [3] the Crag [4],299 AC (supposedly) the Twins
Raynard,,
Raynard_Ruttiger,,
Raynard_Ruskyn,,
Red_Flea,,
Red_Lamb,279 – 285 AC [1] Lhazar [2],
Red_Oarsman,,
Red_Raven_(free_folk),,
Red_Rolfe,,299 AC Winterfell
Redtusk,,
Redwyn,,
Lord_Redwyne,,
Reek,North [1],299 AC North
Regenard_Estren,,
Regis_Groves,,132 AC Harrenhal
Regnar_Drumm,,
Rego_Draz,Pentos [1],59 AC [2] King's Landing [2]
Renfred_Rykker,,
Renly_Baratheon,"277 AC [1] Storm's End , the stormlands [2]","299 AC (aged 21) Storm's End , the stormlands"
Renly_Norcross,296 AC or 297 AC [1],
Rennifer_Crabb,,
Rennifer_Longwaters,King's Landing [1],
Reynard_Reyne,,261 AC [1] Castamere [1]
Reynard_Webber,,
Lord_Reyne,,130 AC Gods Eye [1]
Reysen,,
Reznak_mo_Reznak,Meereen [1],
Rhae_Targaryen,201 – 209 AC [1],
Rhaegar_Frey,269 – 274 AC [1] the Twins [2],300 AC (suspected) the north
Rhaegar_Targaryen,"259 AC [6] Summerhall , the stormlands [5] [6]","283 AC [N 1] Ruby Ford , the riverlands [7] [8]"
Rhaegel_Targaryen,173 – 178 AC [3] King's Landing [4],215 AC [1]
Rhaego,early 299 AC [3] the Dothraki Sea [4],early 299 AC (stillborn) [3] the Dothraki Sea [4]
Rhaella_Targaryen,245 – 247 AC [1] King's Landing [2],284 AC [1] Dragonstone [3]
Rhaella_Targaryen_(daughter_of_Aegon),42 AC [1] Casterly Rock [1],or after 73 AC [2]
Rhaelle_Targaryen,229 – 233 AC [1],In or after 246 AC [1]
Rhaena_Targaryen_(daughter_of_Aenys_I),23 AC [1] Dragonstone [2],73 AC (aged 50) Harrenhal [3]
Rhaena_Targaryen_(daughter_of_Daemon),116 AC Pentos,
Rhaena_Targaryen_(daughter_of_Aegon_III),147 AC [1],In or after 171 AC [1]
Rhaenyra_Targaryen,97 AC,22 th day of the 10 th moon of 130 AC (aged 33) Dragonstone
Rhaenys_Targaryen,25 BC or 26 BC [1] Dragonstone [2],"10 AC (disputed) Hellholt , Dorne [3]"
Rhaenys_Targaryen_(daughter_of_Aemon),7 th day of the 7 th moon of 74 AC [3],129 AC (aged 55) [1] Rook's Rest [4]
